state_or_ut,state_page_url,listed_center_count,state_page_declared_count,serial_no,kvk_address,host_organization,year_of_sanction_raw,sanction_value,host_category
Rajasthan,https://icar.org.in/en/node/15020,47,47,18,"Krishi Vigyan Kendra, | CAZRI (ICAR), Jodhpur Road, | Distt. Pali-306 401","Director, | CAZRI (ICAR), | Jodhpur-342003",1992 | ICAR,1992,ICAR
Rajasthan,https://icar.org.in/en/node/15020,47,47,19,"Krishi Vigyan Kendra, | Banasthali Vidyapeeth, | PO. & Distt. Tonk-304022","The Secretary, | Banasthali Vidyapith, | Banasthali, Tonk-304 022",1992 | OEI,1992,OEI
Rajasthan,https://icar.org.in/en/node/15020,47,47,20,"Krishi Vigyan Kendra, | V.P. Tankadra, Chomu, | Distt. Jaipur-303 702","The Secretary, | Pragati Trust, | Chomu, Jaipur-303 702",1992 | NGO,1992,NGO
Rajasthan,https://icar.org.in/en/node/15020,47,47,21,"Krishi Vigyan Kendra, | Sardar Shahar, | Distt. Churu-331 401","The Registrar, | Gandhi Vidya Mandir, | Sardar Shahar,Churu-331 401",1992 | OEI,1992,OEI
Rajasthan,https://icar.org.in/en/node/15020,47,47,22,"Krishi Vigyan Kendra, | P.Box No.29, Danta, | Distt. Barmer-334 001 | http://barmer1.kvk2.in/index.html","The Secretary, | Society for Upliftment of Rural Economy, Barmer-334 001",1992 | NGO,1992,NGO
Rajasthan,https://icar.org.in/en/node/15020,47,47,23,"Krishi Vigyan Kendra, | Abusar, P.Box No.4, | Distt. Jhunjhunu-333 001","Vice-Chancellor, | Rajasthan Agricultural University, | Bikaner-334 001",1989 | SAU,1989,SAU
Rajasthan,https://icar.org.in/en/node/15020,47,47,24,"Krishi Vigyan Kendra, | P.Box No.15, | Distt. Sirohi-307 004","Vice-Chancellor, | Maharana Pratap University of Agriculture and Technology, Udaipur-313 001",1989 | SAU,1989,SAU
Rajasthan,https://icar.org.in/en/node/15020,47,47,25,"Krishi Vigyan Kendra, | Sangaria, | Distt. Hanumangarh-335 063","President, | Gramothan Vidya Peeth | Sangaria, Hanumangarh-335 065",1989 | NGO,1989,NGO
Rajasthan,https://icar.org.in/en/node/15020,47,47,26,"Krishi Vigyan Kendra, | Kumher, | Distt. Bharatpur-321001","Vice-Chancellor, | Rajasthan Agricultural University, | Bikaner-334 001",1988 | SAU,1988,SAU
Rajasthan,https://icar.org.in/en/node/15020,47,47,27,"Krishi Vigyan Kendra, | Keshwana, | Distt. Jalore-343 001","Vice-Chancellor, | Rajasthan Agricultural University, | Bikaner-334 001",1985 | SAU,1985,SAU
Rajasthan,https://icar.org.in/en/node/15020,47,47,28,"Krishi Vigyan Kendra, | Beechwal, | Distt. Bikaner-334 006","Vice-Chancellor, | Rajasthan Agricultural University, | Bikaner-334 001",1983 | SAU,1983,SAU
Rajasthan,https://icar.org.in/en/node/15020,47,47,29,"Krishi Vigyan Kendra, | Borwat Farm, Dahod Road, | Distt. Banswara-327001","Vice-Chancellor, | Maharana Pratap University of Agriculture and Technology, Udaipur-313 001",1983 | SAU,1983,SAU
Rajasthan,https://icar.org.in/en/node/15020,47,47,30,"Krishi Vigyan Kendra, | CAZRI (ICAR) Campus, | Distt. Jodhpur-342003","Director, | CAZRI (ICAR), | Jodhpur-342003",1983 | ICAR,1983,ICAR
Rajasthan,https://icar.org.in/en/node/15020,47,47,31,"Krishi Vigyan Kendra, | Badgaon, | Distt. Udaipur-313001","The President, | Vidya Bhawan Society, | Badgaon, Udaipur-313001",1983 | NGO,1983,NGO
Rajasthan,https://icar.org.in/en/node/15020,47,47,32,"Krishi Vigyan Kendra, | Fatehpur Shekhawati, | Distt. Sikar-332 301","Vice-Chancellor, | Rajasthan Agricultural University, | Bikaner-334 001",1976 | SAU,1976,SAU
Rajasthan,https://icar.org.in/en/node/15020,47,47,33,"Krishi Vigyan Kendra | Vill. -Gunta, Tehsil -Bansur, Alwar District","The Director, | Directorate of Rapeseed-Mustard Research, Sewar, Bharatpur - 321 001",22/03/2012 ICAR,22/03/2012 ICAR,22/03/2012 ICAR
Rajasthan,https://icar.org.in/en/node/15020,47,47,34,"Krishi Vigyan Kendra | Vill. Mauza- Maulasar, Tehsil-Didwana, Distt. Nagaur","The Vice Chancellor, | Swami Keshwanand Rajasthan Agricultural University, Bikaner -334 006",28/03/2012 SAU,28/03/2012 SAU,28/03/2012 SAU
Rajasthan,https://icar.org.in/en/node/15020,47,47,35,"Krishi Vigyan Kendra, | Vill. Kotputli, Distt. -Jaipur","The Vice Chancellor, | Swami Keshwanand Rajasthan Agricultural University, Bikaner -334 006",28/03/2012 SAU,28/03/2012 SAU,28/03/2012 SAU
Rajasthan,https://icar.org.in/en/node/15020,47,47,36,"Krishi Vigyan Kendra | Vill. Thirpali Choti, Chandgothi, Distt. Churu","The Vice Chancellor, | Swami Keshwanand Rajasthan Agricultural University, Bikaner -334 006",28/03/2012 SAU,28/03/2012 SAU,28/03/2012 SAU
Rajasthan,https://icar.org.in/en/node/15020,47,47,37,"Krishi Vigyan Kendra | Village - Phaldi, | Distt. - Jodhpur","The Vice Chancellor, | Swami Keshwanand Rajasthan Agricultural University, | Bikaner-334 006 (Rajasthan)",29/03/2012 | SAU | @,29-03-2012,SAU
Rajasthan,https://icar.org.in/en/node/15020,47,47,38,"Krishi Vigyan Kendra | Village- Chak-27-NTR, LRS, Nohar | Distt. Hanumangarh","The Vice Chancellor, | Rajasthan University of Veterinary & animal Sciences, | Bikaner- 334 001(Rajasthan)",31/03/2012 | SAU | @,31-03-2012,SAU
Rajasthan,https://icar.org.in/en/node/15020,47,47,39,"Krishi Vigyan Kendra, | Village Basad, | Distt.- Pratapgarh","The Vice Chancellor, | Maharana Pratap University of Agriculture & Technology, | Udaipur- 313 001 (Rajasthan)",31/03/2012 | SAU,31-03-2012,SAU
Rajasthan,https://icar.org.in/en/node/15020,47,47,40,"Krishi Vigyan Kendra | Village- Guda Malani, | Distt. -Barmer","The Vice Chancellor, | Swami Keshwanand Rajasthan Agricultural University, | Bikaner-334 006 (Rajasthan)",31/03/2012 | SAU | @,31-03-2012,SAU
Rajasthan,https://icar.org.in/en/node/15020,47,47,41,"Krishi Vigyan Kendra | Vill.- Lunkaransar, | Distt.-Bikaner","The Vice Chancellor, | Swami Keshwanand Rajasthan Agricultural University, | Bikaner-334 006 (Rajasthan)",31/03/2012 | SAU | @,31-03-2012,SAU
Rajasthan,https://icar.org.in/en/node/15020,47,47,42,"Krishi Vigyan Kendra | Vill. -Pokaran, | Distt.- Jaisalmer","The Vice Chancellor, | Swami Keshwanand Rajasthan Agricultural University, | Bikaner-334 006 (Rajasthan)",31/03/2012 | SAU | @,31-03-2012,SAU
Rajasthan,https://icar.org.in/en/node/15020,47,47,43,"Krishi Vigyan Kendra, | Mavli,Udsipur,","Vice-Chancellor, | Maharana Pratap University of Agriculture and Technology, Udaipur-313 001",2018 | SAU,2018,SAU
Rajasthan,https://icar.org.in/en/node/15020,47,47,44,"Krishi Vigyan Kendra, | Shapura,Bhilwara,","Vice-Chancellor, | Maharana Pratap University of Agriculture and Technology, Udaipur-313 001",2018 | SAU,2018,SAU
Rajasthan,https://icar.org.in/en/node/15020,47,47,45,"Krishi Vigyan Kendra, | Bamanwara,Jalore,","Vice-Chancellor, | Agriculture University,Jodhpur-342304",2021 | SAU,2021,SAU
Rajasthan,https://icar.org.in/en/node/15020,47,47,46,"Krishi Vigyan Kendra, | Raipur,Pali,","Vice-Chancellor, | Agriculture University,Jodhpur-342304",2021 | SAU,2021,SAU
Rajasthan,https://icar.org.in/en/node/15020,47,47,47,"Krishi Vigyan Kendra, | Arnia village,Sikar,","Vice-Chancellor, | Sri Karan Narendra Agriculture University,Jobner",2022 | SAU,2022,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,1,"Krishi Vigyan Kendra, | Distt. Ambedkar Nagar-","Vice-Chancellor, | Narendra Dev University of Agriculture and Technology, Kumarganj, Faizabad-224 229",2010 | SAU,2010,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,2,"Krishi Vigyan Kendra, | Distt. Sant Kabir Nagar","Vice-Chancellor, | Narendra Dev University of Agriculture and Technology, Kumarganj, Faizabad-224 229",2009 | SAU,2009,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,3,"Krishi Vigyan Kendra, | At Jau-Inyatpur, Sikandara-Rau Tehsil, | Distt. Mahamaya Nagar-","Vice-Chancellor, | C.S.Azad. Univ. of Agril. & Technology, Kanpur-208 002",2009 | SAU,2009,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,4,"Krishi Vigyan Kendra, | At village Malhana, Bhatpar Rani, | Distt. Deoria-","Director, | Indian Institute of Vegetables Research (IIVR), Varanasi",2009 | ICAR,2009,ICAR
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,5,"Krishi Vigyan Kendra, | Distt. St. Ravidas Nagar","Director, | Indian Institute of Vegetables Research (IIVR), Varanasi",2008 | ICAR,2008,ICAR
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,6,"Krishi Vigyan Kendra, | Vilalge Kamasin, | Distt. Banda, U.P.","Vice-Chancellor, | C.S.Azad. Univ. of Agril. & Technology, Kanpur-208 002",2007 | SAU,2007,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,7,"Krishi Vigyan Kendra, | Village Parwaha, | District Auraiya-","Vice-Chancellor, | C.S.Azad. Univ. of Agril. & Technology, Kanpur-208 002",2007 | SAU,2007,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,8,"Krishi Vigyan Kendra, | Malak Moinuddin, The. Chayal, | Distt. Kaushambi","Dr. Bhim Ra Ambedkar Welfare Society, | 8 A/1 Elgin Road, Civil Lines, | Allahabad-211012.",2006 | NGO,2006,NGO
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,9,"Krishi Vigyan Kendra, | Coat Gaon, SDO Office, Tehsil-Dadri | Distt. Gautam Budha Nagar-203207","Vice-Chancellor, | Sardar Vallabh Bhai Patel University of Agriculture & Technology, Modipuram, | Meerut-250 110",2005 | SAU,2005,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,10,"Krishi Vigyan Kendra, | Krishi Bhavan (Politechnic Chauraha), | Distt. Jaunpur-222002","Vice-Chancellor, | Narendra Dev University of Agriculture and Technology, Kumarganj, Faizabad-224 229",2005 | SAU,2005,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,11,"Krishi Vigyan Kendra, | Bichiya Agril Farm (Near Vikas Bhawan) | Distt. Chandauli-232104","Vice-Chancellor, | Narendra Dev University of Agriculture and Technology, Kumarganj, Faizabad-224 229",2005 | SAU,2005,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,12,"Krishi Vigyan Kendra, | (Near Block Development Officers office) Block Pach Pedwa, | Distt. Balrampur-271201","Vice-Chancellor, | Narendra Dev University of Agriculture and Technology, Kumarganj, Faizabad-224 229",2005 | SAU,2005,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,13,"Kkrishi Vigyan Kendra | Govt. Agriculture Farm, Kurara, | Distt. Hamirpur-210301","Vice-Chancellor, | C.S.Azad. Univ. of Agril. & Technology, Kanpur-208 002",2005 | SAU,2005,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,14,"Krishi Vigyan Kendra, | Govt. Agriculture Farm, Rura Mallu, | PO. Shahjadpur, | Distt. Jalaun-285001","Vice-Chancellor, | C.S.Azad. Univ. of Agril. & Technology, Kanpur-208 002",2005 | SAU,2005,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,15,"Krishi Vigyan Kendra, | Chandan Chauki, PO. Gola, Tehsil Paliya, | Distt. Lakhimpur Kheri-262802","Vice-Chancellor, | C.S.Azad. Univ. of Agril. & Technology, Kanpur-208 002",2005 | SAU,2005,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,16,"Krishi Vigyan Kendra, | Govt. Agriculture Farm, Khiria Misra, | PO. Bamourikala, Devgarh Road | Distt. Lalitpur-284403","Vice-Chancellor, | C.S.Azad. Univ. of Agril. & Technology, Kanpur-208 002",2005 | SAU,2005,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,17,"Krishi Vigyan Kendra, | Krishi Bhawan, Lakula, | Distt. Farrukhabad-205302","Vice-Chancellor, | C.S.Azad. Univ. of Agril. & Technology, Kanpur-208 002",2005 | SAU,2005,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,18,"Krishi Vigyan Kendra, | Tatyora (Near Polytechnic), | Distt. Hardoi-241001","Vice-Chancellor, | C.S.Azad. Univ. of Agril. & Technology, Kanpur-208 002",2005 | SAU,2005,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,19,"Krishi Vigyan Kendra, | Vegetable Seed Production Farm, | Sarghatia | Distt. Kushinagar-221005","Director, | Indian Institute of Vegetables Research (IIVR), Varanasi",2005 | ICAR,2005,ICAR
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,20,"Krishi Vigyan Kendra, | Amberpur, PO. Manva, Block Sidhauli, | Distt. Sitapur-261303","Manav Vikas Evam Sewa Sansthan, | 261, Hind Nagar Kanpur Road, | Lucknow",2005 | NGO,2005,NGO
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,21,"Krishi Vigyan Kendra, | Meerut Road, | Distt. Baghpat-250 609","Vice-Chancellor, | Sardar Vallabh Bhai Patel University of Agriculture & Technology, Modipuram, | Meerut-250 110",2004 | SAU,2004,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,22,"Krishi Vigyan Kendra, | Rustamnagar, Bilari, | Distt. Moradabad-202411","Vice-Chancellor, | Sardar Vallabh Bhai Patel University of Agriculture & Technology, Modipuram, | Meerut-250 110",2004 | SAU,2004,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,23,"Krishi Vigyan Kendra, | Crop Research Station, Masodha, | PO. Dabha Semar, | Distt. Faizabad -224133,","Vice-Chancellor, | Narendra Dev University of Agriculture and Technology, Kumarganj, Faizabad-224 229",2004 | SAU,2004,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,24,"Krishi Vigyan Kendra, | Belipur, | Distt. Gorakhpur-273011","Vice-Chancellor, | Narendra Dev University of Agriculture and Technology, Kumarganj, Faizabad-224 229",2004 | SAU,2004,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,25,"Krishi Vigyan Kendra, | Basuli, | Distt. Maharajganj-273153","Vice-Chancellor, | Narendra Dev University of Agriculture and Technology, Kumarganj, Faizabad-224 229",2004 | SAU,2004,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,26,"Krishi Vigyan Kendra, Tissuhi, | At Crop Research Centre, PO. Marehan, | Distt. Sonbhadra-231310","Vice-Chancellor, | Narendra Dev University of Agriculture and Technology, Kumarganj, Faizabad-224 229",2004 | SAU,2004,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,27,"Krishi Vigyan Kendra, | 195-A,Singh Niketan Harbanshpur, | Distt. Azamgarh-276001","Vice-Chancellor, | Narendra Dev University of Agriculture and Technology, Kumarganj, Faizabad-224 229",2004 | SAU,2004,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,28,"Krishi Vigyan Kendra, | Haidargarh (Near Haidargarh Railway Station), Lilhaura Nyay Panchayat, | Distt. Barabanki-227301","Vice-Chancellor, | Narendra Dev University of Agriculture and Technology, Kumarganj, Faizabad-224 229",2004 | SAU,2004,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,29,"Krishi Vigyan Kendra, | Zonal Agricultural Research Station, | Daleep Nagar, | Distt. Kanpur (Dehat) -208001","Vice-Chancellor, | C.S.Azad. Univ. of Agril. & Technology, Kanpur-208 002",2004 | SAU,2004,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,30,"Krishi Vigyan Kendra, | Regional Research Station, | Distt. Mainpuri-205001","Vice-Chancellor, | C.S.Azad. Univ. of Agril. & Technology, Kanpur-208 002",2004 | SAU,2004,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,31,"Krishi Vigyan Kendra, | Zonal Agricultural Research Station, Belatal, | PO. Jaitpur, | Distt. Mahoba-210423","Vice-Chancellor, | C.S.Azad. Univ. of Agril. & Technology, Kanpur-208 002",2004 | SAU,2004,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,32,"Krishi Vigyan Kendra, | Dr. B.R. Ambedkar Agricultural Engineering College Farm, | Distt. Etawah-206001","Vice-Chancellor, | C.S.Azad. Univ. of Agril. & Technology, Kanpur-208 002",2004 | SAU,2004,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,33,"Krishi Vigyan Kendra, | C/o DAO, | Distt. Kannauj-209 722","Vice-Chancellor, | C.S.Azad. Univ. of Agril. & Technology, Kanpur-208 002",2004 | SAU,2004,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,34,"Krishi Vigyan Kendra, | Hazaratpur, PO. Ussain, | Distt. Firozabad-283103","Vice-Chancellor, | C.S.Azad. Univ. of Agril. & Technology, Kanpur-208 002",2004 | SAU,2004,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,35,"Krishi Vigyan Kendra, | Lakhaoti, | Distt. Bulandshahar-245 404","Vice-Chancellor, | Sardar Ballabh Bhai Patel Univ. of Agri. & Technology, Modipuram, Meerut, U.P.",2004 | SAU,2004,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,36,"Krishi Vigyan Kendra, | R.B.S. College, Bichpuri, | Distt. Agra-283105","Principal, | Raja Balwant Singh College, | Bichpuri, Agra-283 105",2002 | OEI,2002,OEI
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,37,"Krishi Vigyan Kendra, | P.G. College, Ravindrapuri, | Distt. Gazipur-233 002","Chairman, | P.G. Gollege, Gazipur-233 002",2002 | NGO,2002,NGO
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,38,"V.K.S. Krishi Vigyan Kendra, | Virandra Nagar, Dhaura, Hasanganj, | Distt. Unnao-209851","Chairman | Kunwar Ram Bux Singh Edn. Society, | C-11 A, Vigyan puri, Mahanagar, | Lucknow-226006",1999 | NGO,1999,NGO
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,39,"Raja DineshT Singh KVK, | Avadheshpuram Campus, | PO. Lala Bajar, Kalakankar, | Distt. Pratapgarh-229408","Chairman | Raja Avdesh Singh Memorial Society, | Ainthn (Kalaknkar), Pratapgarh",1999 | NGO,1999,NGO
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,40,"Krishi Vigyan Kendra, | Distt. Rural Development Institute | Near TV Tower, Work Road, | Distt. Pilibhit-262001","Vice-Chancellor, | Sardar Vallabh Bhai Patel University of Agriculture & Technology, Modipuram, | Meerut-250 110 (UP)",1998 | SAU,1998,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,41,"Krishi Vigyan Kendra, | Niyamatpur, | Distt. Sahajahanpur-242 001","Vice-Chancellor, | Sardar Vallabh Bhai Patel University of Agriculture & Technology, Modipuram, | Meerut-250 110 (UP)",1994 | SAU,1994,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,42,"Krishi Vigyan Kendra, | Baghara, | Jalalpur, | Distt. Muzaffarnagar-251 053","Vice-Chancellor, | Sardar Vallabh Bhai Patel University of Agriculture & Technology, Modipuram, | Meerut-250 110 (UP)",1994 | SAU,1994,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,43,"Krishi Vigyan Kendra, | IISR, Raibareilly Road, | Distt. Lucknow-202 002","Director, | Indian Institute of Sugarcane Research, Lucknow-202 002",1994 | ICAR,1994,ICAR
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,44,"Krishi Vigyan Kendra, | Rice Research Station, | Nagina, | Distt. Bijnor-246762","Vice-Chancellor, | Sardar Vallabh Bhai Patel University of Agriculture & Technology, Modipuram, | Meerut-250 110 (UP)",1992 | SAU,1992,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,45,"Krishi Vigyan Kendra, | Numaish Camp, | New Gopal Nagar | Distt. Saharanpur-247 001","Vice-Chancellor, | Sardar Vallabh Bhai Patel University of Agriculture & Technology, Modipuram, | Meerut-250 110 (UP)",1992 | SAU,1992,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,46,"Krishi Vigyan Kendra, | Bara Pathar Farm, | Ujhani, | Distt. Badaun-243639","Vice-Chancellor, | Sardar Vallabh Bhai Patel University of Agriculture & Technology, Modipuram, | Meerut-250 110 (UP)",1992 | SAU,1992,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,47,"Krishi Vigyan Kendra, | Behind Ordinance Factory, | Muradnagar, Ghaziabad-201 206 | Phone/Fax: 01232-262300 | email: ghaziabadkvk@gmail.com","Vice-Chancellor, | Sardar Vallabh Bhai Patel University of Agriculture & Technology, Modipuram, | Meerut-250 110 (UP)",1992 | SAU,1992,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,48,"Krishi Vigyan Kendra, | Dhamaura, | Post Dhamaura | Distt. Rampur-243701","Vice-Chancellor, | Sardar Vallabh Bhai Patel University of Agriculture & Technology, Modipuram, | Meerut-250 110 (UP)",1992 | SAU,1992,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,49,"Swami Kalyan Dev Krishi Vigyan Kendra, Hastinapur, | Distt. Meerut-250 404","Vice-Chancellor, | Sardar Vallabh Bhai Patel University of Agriculture & Technology, Modipuram, | Meerut-250 110 (UP)",1992 | SAU,1992,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,50,"Krishi Vigyan Kendra, | Vill. & PO. Sohna, | Distt. Siddharth Naga-272192","Vice-Chancellor, | Narendra Dev University of Agriculture and Technology, Kumarganj, | Faizabad-224 229",1992 | SAU,1992,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,51,"Krishi Vigyan Kendra, | Central Dairy Farm Complex, Anoopshahar Rd., Distt. Aligarh-202 001","Vice-Chancellor, | C.S.Azad. Univ. of Agril. & Technology, Kanpur-208 002",1992 | SAU,1992,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,52,"Krishi Vigyan Kendra, | C/o Allahabad Agricultural Deemed University, | Distt. Allahabad-211007","Director, | Allahabad Agricultural Research Institute, Naini, Allahabad-211007",1992 | DU,1992,DU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,53,"Krishi Vigyan Kendra, | Via Pahari, Ganiwan, | Distt. Chitrakoot-210206","Chairman, | Deen Dayal Research Institute | 7-E,Swamy Ramtirth Nagar,Near | Rani Jhansi Road, New Delhi-110055",1992 | NGO,1992,NGO
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,54,"Krishi Vigyan Kendra, | Pilkhi, PO. Haldhapur | Distt. Mau-221705","Vice-Chancellor, | Narendra Dev University of Agriculture and Technology, Kumarganj, Faizabad-224 229",1989 | SAU,1989,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,55,"Krishi Vigyan Kendra, | Kallipur, PO. Mirzamurad, | Distt. Varanasi-221 307","Vice-Chancellor, | Narendra Dev University of Agriculture and Technology, Kumarganj, Faizabad-224 229",1989 | SAU,1989,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,56,"Krishi Vigyan Kendra, | Banjariaya Farm, PO. Katiya, | Distt. Basti-272 232","Vice-Chancellor, | Narendra Dev University of Agriculture and Technology, Kumarganj, Faizabad-224 229",1989 | SAU,1989,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,57,"Krishi Vigyan Kendra, | Bharari, PO. Bhojla, | Distt. Jhansi-284 003","Vice-Chancellor, | C.S.Azad. Univ. of Agril. & Technology, Kanpur-208 002",1989 | SAU,1989,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,58,"Krishi Vigyan Kendra, | Tharion, PO.Tharion, | Distt. Fatehpur-212622","Vice-Chancellor, | C.S.Azad. Univ. of Agril. & Technology, Kanpur-208 002",1989 | SAU,1989,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,59,"Krishi Vigyan Kendra, | Jai-prabha, Gram-Gopalgram, | Distt. Gonda-271 125","Chairman, | Deen Dayal Research Institute | 7-E,Swamy Ramtirth Nagar,Near | Rani Jhansi Road, New Delhi-110055",1989 | NGO,1989,NGO
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,60,"Krishi Vigyan Kendra, | IVRI, Izatnagar, | Distt. Bareilly-243122","Director, | Indian Veterinary Research Institute, | Izatnagar, Bareilly-243122",1985 | ICAR,1985,ICAR
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,61,"Krishi Vigyan Kendra, | PO. Sohoan, | Distt. Ballia-277 504","Vice-Chancellor, | Narendra Dev University of Agriculture and Technology, Kumarganj, Faizabad-224 229",1984 | SAU,1984,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,62,"Krishi Vigyan Kendra, Dairy Farm, | Veterinary College, | Distt. Mathura-281001","Vice-Chancellor, | Pt. Deen Dayal Upadhyaya Pashu Chikitsa Vigyan Vishwa Vidhyalaya Evam Go Anusandhan Santhan, Mathura-281 001",1984 | SAU,1984,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,63,"Krishi Vigyan Kendra, | Dariapur, PO. Munsiganj, | Distt. Rai Bareli-229405","Vice-Chancellor, | C.S.Azad. Univ. of Agril. & Technology, Kanpur-208 002",1984 | SAU,1984,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,64,"Krishi Vigyan Kendra, | Barakachha Farm, PO. Belhara Institute of Agricultural Science, | Distt. Mirzapur-231001","Vice-Chancellor, | Banaras Hindu University, | Varanasi-110005",1984 | CU,1984,CU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,65,"Krishi Vigyan Kendra, | Crop Research Station, | Near Kisan Degree College, | Distt. Bahraich-271 801","Vice-Chancellor, | Narendra Dev University of Agriculture and Technology, Kumarganj, Faizabad-224 229",1983 | SAU,1983,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,66,"Krishi Vigyan Kendra, | R.B.S. College, Awagarh, | Distt. Etah-207 30","Principal, | Raja Balwant Singh College, | Bichpuri, Agra-283 105",1982 | OEI,1982,OEI
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,67,"Krishi Vigyan Kendra, | C/o Kamla Nehru Memorial Trust, | PO. KNI, Lal Diggi Civil Lines, | Distt. Sultanpur-228118","Secretary, | Kamla Nehru Memorial Trust, | PO. KNI, Lal Diggi Civil Lines | Sultanpur-228118",1976 | NGO,1976,NGO
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,68,"Krishi Vigyan Kendra | Vill.-Katia, Post-Manpur, Block & Tehsil-Biswan, | Distt.- Sitapur(Uttar Pradesh)","Secretary, | Ranvir Rananjay Degree College Association, | Amethi-Sultanpur-227 405 (Uttar Pradesh)",NGO | 2011,2011,NGO
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,69,Krishi Vigyan Kendra | Gorakhpur (UP)(Uttar Pradesh),"Secretary, | Guru Gorakshnath Seva Sansthan, Gorakhpur (UP) (Uttar Pradesh)",NGO | 2016,2016,NGO
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,70,"Krishi Vigyan Kendra | Village Rajkiya Krishi Prakshetra, | Mohanpura Block, Tehsil Kasganj, | Distt. Kasganj, Uttar Pradesh.","Vice Chancellor,, | Chandra Shekhar Azad University of Agri. & Technology, Gorakhpur Kanpur-208 002, Uttar Pradesh",2018 | SAU,2018,SAU
